satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary,Probabilidad_de_irse,Riesgo,nombre
0.95,0.66,4,223,10,0,0,0,0,1,0.0,Bajo,Empleado 11573
0.24,0.81,6,263,7,0,0,0,4,0,0.0,Bajo,Empleado 11574
0.49,0.52,4,161,7,0,0,0,4,0,0.0,Bajo,Empleado 11575
0.49,0.68,3,192,7,0,0,0,4,0,0.0,Bajo,Empleado 11576
0.97,0.51,5,215,7,0,0,0,4,0,0.0,Bajo,Empleado 11577
0.55,0.78,4,261,3,0,0,0,4,0,0.0,Bajo,Empleado 11578
0.76,0.56,5,222,10,0,0,0,4,0,0.01,Bajo,Empleado 11579
0.53,0.99,3,223,10,0,0,0,5,1,0.0,Bajo,Empleado 11580
0.51,0.86,3,182,10,0,0,0,7,1,0.02,Bajo,Empleado 11581
0.57,0.93,2,204,10,0,0,0,2,1,0.01,Bajo,Empleado 11582
0.58,0.91,3,195,10,0,0,0,8,1,0.0,Bajo,Empleado 11583
0.6,0.98,4,146,10,0,0,0,9,1,0.0,Bajo,Empleado 11584
0.65,0.74,4,233,4,1,0,0,4,1,0.01,Bajo,Empleado 11585
0.91,0.75,2,147,3,0,0,0,5,1,0.0,Bajo,Empleado 11586
0.65,0.55,3,156,5,0,0,0,5,1,0.01,Bajo,Empleado 11587
0.18,0.49,3,240,2,1,0,0,5,1,0.01,Bajo,Empleado 11588
0.66,0.9,4,177,7,0,0,0,7,1,0.0,Bajo,Empleado 11589
0.78,0.8,3,135,7,0,0,0,7,2,0.0,Bajo,Empleado 11590
0.82,0.65,5,178,7,1,0,0,7,2,0.0,Bajo,Empleado 11591
0.54,0.64,3,190,7,0,0,0,7,2,0.0,Bajo,Empleado 11592
0.95,0.84,3,240,7,0,0,0,7,2,0.0,Bajo,Empleado 11593
0.65,0.85,4,172,3,0,0,0,7,2,0.0,Bajo,Empleado 11594
0.83,0.55,3,271,7,0,0,0,7,2,0.0,Bajo,Empleado 11595
0.15,0.6,5,188,7,0,0,0,7,2,0.0,Bajo,Empleado 11596
0.59,0.59,4,197,7,0,0,0,0,2,0.0,Bajo,Empleado 11597
0.99,0.94,5,151,3,0,0,0,6,2,0.0,Bajo,Empleado 11598
0.76,0.72,3,263,3,0,0,0,6,2,0.0,Bajo,Empleado 11599
0.64,0.67,2,223,3,0,0,0,6,2,0.01,Bajo,Empleado 11600
0.95,0.75,4,151,3,0,0,0,6,2,0.0,Bajo,Empleado 11601
0.53,0.66,3,191,3,0,0,0,0,0,0.0,Bajo,Empleado 11602
0.59,0.5,2,162,2,0,0,0,4,0,0.01,Bajo,Empleado 11603
0.69,0.86,5,195,6,0,0,0,4,0,0.03,Bajo,Empleado 11604
0.5,0.49,4,222,3,0,0,0,4,0,0.0,Bajo,Empleado 11605
0.89,0.96,3,179,8,0,0,0,4,0,0.0,Bajo,Empleado 11606
0.56,0.39,3,106,8,0,0,0,4,0,0.0,Bajo,Empleado 11607
0.77,0.68,3,214,8,1,0,0,4,0,0.0,Bajo,Empleado 11608
0.15,0.75,3,259,8,1,0,0,5,0,0.02,Bajo,Empleado 11609
0.88,0.58,3,145,8,0,0,0,7,1,0.0,Bajo,Empleado 11610
0.89,0.86,4,153,3,0,0,0,2,1,0.0,Bajo,Empleado 11611
0.65,0.52,2,117,10,1,0,0,8,1,0.0,Bajo,Empleado 11612
0.58,0.99,3,207,10,0,0,0,9,1,0.0,Bajo,Empleado 11613
0.56,0.85,3,265,10,1,0,0,4,1,0.0,Bajo,Empleado 11614
0.25,0.72,5,279,8,0,0,0,5,1,0.01,Bajo,Empleado 11615
0.87,0.89,4,225,8,0,0,0,5,1,0.02,Bajo,Empleado 11616
0.62,0.4,3,158,8,1,0,0,5,1,0.0,Bajo,Empleado 11617
0.72,0.75,4,211,4,0,0,0,7,2,0.0,Bajo,Empleado 11618
0.49,0.94,4,175,3,0,0,0,7,2,0.0,Bajo,Empleado 11619
0.57,0.91,4,224,10,0,0,0,7,2,0.0,Bajo,Empleado 11620
0.63,0.65,3,190,10,0,0,0,7,2,0.0,Bajo,Empleado 11621
0.91,0.63,5,240,7,0,0,0,7,2,0.0,Bajo,Empleado 11622
0.7,0.68,5,225,7,0,0,0,7,2,0.0,Bajo,Empleado 11623
0.66,0.95,5,192,7,0,0,0,7,2,0.01,Bajo,Empleado 11624
0.77,0.48,5,262,7,0,0,0,0,2,0.0,Bajo,Empleado 11625
0.68,0.97,3,250,3,1,0,0,6,2,0.0,Bajo,Empleado 11626
0.34,0.46,3,155,10,0,0,0,6,2,0.0,Bajo,Empleado 11627
0.97,0.64,4,238,10,1,0,0,6,2,0.01,Bajo,Empleado 11628
0.57,0.75,4,249,10,0,0,0,6,2,0.02,Bajo,Empleado 11629
0.66,0.65,3,272,10,0,0,0,0,2,0.01,Bajo,Empleado 11630
0.68,0.67,4,162,10,0,0,0,4,0,0.0,Bajo,Empleado 11631
0.49,0.78,4,254,10,0,0,0,4,0,0.0,Bajo,Empleado 11632
0.72,0.66,4,184,3,0,0,0,4,0,0.0,Bajo,Empleado 11633
0.77,0.89,4,269,10,0,0,0,4,0,0.01,Bajo,Empleado 11634
0.77,0.73,3,201,10,0,0,0,4,0,0.0,Bajo,Empleado 11635
0.59,0.73,4,247,10,0,0,0,4,0,0.0,Bajo,Empleado 11636
0.41,0.67,6,221,10,0,0,0,5,2,0.01,Bajo,Empleado 11637
0.94,0.64,5,247,10,0,0,0,7,2,0.0,Bajo,Empleado 11638
0.91,0.61,4,135,10,0,0,0,2,2,0.0,Bajo,Empleado 11639
0.7,0.84,3,260,4,1,0,0,8,2,0.0,Bajo,Empleado 11640
0.51,0.52,3,188,3,0,0,0,9,0,0.0,Bajo,Empleado 11641
0.22,0.7,4,159,5,0,0,0,4,1,0.0,Bajo,Empleado 11642
0.69,0.65,3,153,2,0,0,0,5,2,0.0,Bajo,Empleado 11643
0.2,0.68,5,167,7,0,0,0,5,2,0.01,Bajo,Empleado 11644
0.9,0.85,3,158,7,0,0,0,5,2,0.0,Bajo,Empleado 11645
0.76,0.85,3,180,7,0,0,0,7,2,0.0,Bajo,Empleado 11646
0.88,0.51,3,211,7,0,0,0,7,2,0.0,Bajo,Empleado 11647
0.31,0.63,4,104,7,1,0,0,7,2,0.0,Bajo,Empleado 11648
0.17,0.66,6,174,3,0,0,0,7,2,0.01,Bajo,Empleado 11649
0.91,0.77,3,195,7,0,0,0,7,2,0.01,Bajo,Empleado 11650
0.97,0.38,5,211,7,1,0,0,7,2,0.0,Bajo,Empleado 11651
0.61,0.77,5,232,7,0,0,0,7,2,0.0,Bajo,Empleado 11652
0.74,0.67,5,216,3,0,0,0,7,1,0.0,Bajo,Empleado 11653
0.65,0.82,5,265,3,0,0,0,0,1,0.0,Bajo,Empleado 11654
0.87,0.73,5,184,3,0,0,0,6,1,0.0,Bajo,Empleado 11655
0.56,0.71,5,244,3,0,0,0,6,1,0.01,Bajo,Empleado 11656
0.78,0.69,4,202,3,0,0,0,6,1,0.0,Bajo,Empleado 11657
0.73,0.57,3,146,2,0,0,0,6,1,0.0,Bajo,Empleado 11658
0.66,0.78,4,161,6,0,0,0,0,1,0.0,Bajo,Empleado 11659
0.15,0.81,5,280,3,1,0,0,1,0,0.03,Bajo,Empleado 11660
0.52,0.69,5,208,8,1,0,0,1,1,0.01,Bajo,Empleado 11661
0.44,0.66,6,134,8,0,0,0,1,0,0.01,Bajo,Empleado 11662
0.7,0.7,3,162,8,0,0,0,1,0,0.01,Bajo,Empleado 11663
0.63,0.52,5,209,8,1,0,0,1,1,0.03,Bajo,Empleado 11664
0.89,0.59,3,265,8,0,0,0,1,1,0.0,Bajo,Empleado 11665
0.96,0.85,4,173,3,0,0,0,5,0,0.0,Bajo,Empleado 11666
0.98,0.99,4,261,10,1,0,0,7,1,0.01,Bajo,Empleado 11667
0.62,0.82,3,204,10,0,0,0,2,2,0.0,Bajo,Empleado 11668
0.62,0.73,3,144,10,1,0,0,8,0,0.01,Bajo,Empleado 11669
0.69,0.43,5,113,8,0,0,0,9,2,0.01,Bajo,Empleado 11670
0.5,0.91,4,144,8,0,0,0,4,2,0.0,Bajo,Empleado 11671
0.71,0.93,5,140,8,0,0,0,5,2,0.01,Bajo,Empleado 11672
0.5,0.68,3,245,4,0,0,0,5,2,0.0,Bajo,Empleado 11673
0.93,0.6,3,188,3,0,0,0,5,0,0.0,Bajo,Empleado 11674
0.95,0.77,5,199,10,1,0,0,7,2,0.0,Bajo,Empleado 11675
0.17,0.61,6,154,10,1,0,0,7,2,0.01,Bajo,Empleado 11676
0.92,0.68,4,138,7,0,0,0,7,2,0.0,Bajo,Empleado 11677
0.64,0.48,3,147,7,0,0,0,7,0,0.0,Bajo,Empleado 11678
0.27,0.42,6,173,7,0,0,0,7,2,0.01,Bajo,Empleado 11679
0.66,0.87,3,223,7,0,0,0,7,0,0.0,Bajo,Empleado 11680
0.59,0.69,3,200,3,0,0,0,7,1,0.0,Bajo,Empleado 11681
0.93,0.98,4,189,10,0,0,0,7,2,0.0,Bajo,Empleado 11682
0.58,0.67,5,133,10,0,0,0,9,2,0.0,Bajo,Empleado 11683
0.96,0.6,3,160,10,0,0,0,8,2,0.0,Bajo,Empleado 11684
0.69,0.85,3,153,10,0,0,0,8,2,0.0,Bajo,Empleado 11685
0.41,0.38,4,142,10,1,0,0,8,1,0.0,Bajo,Empleado 11686
0.36,0.41,3,167,10,0,0,0,8,1,0.0,Bajo,Empleado 11687
0.71,0.78,4,227,2,0,0,0,8,1,0.0,Bajo,Empleado 11688
0.94,0.9,4,144,4,0,0,0,8,1,0.0,Bajo,Empleado 11689
0.51,0.76,4,140,3,0,0,0,8,1,0.01,Bajo,Empleado 11690
0.83,0.48,4,220,3,1,0,0,8,1,0.0,Bajo,Empleado 11691
0.22,0.62,3,180,3,0,0,0,8,1,0.0,Bajo,Empleado 11692
0.66,0.89,4,173,4,0,0,0,8,1,0.0,Bajo,Empleado 11693
0.14,0.58,3,179,5,0,0,0,8,1,0.02,Bajo,Empleado 11694
0.16,0.96,5,137,5,1,0,0,9,1,0.03,Bajo,Empleado 11695
0.81,0.78,3,165,3,0,0,0,9,0,0.0,Bajo,Empleado 11696
0.73,0.94,3,177,3,0,0,0,9,1,0.0,Bajo,Empleado 11697
0.7,0.58,5,168,3,0,0,0,4,1,0.0,Bajo,Empleado 11698
0.62,0.73,3,245,4,0,0,0,0,1,0.01,Bajo,Empleado 11699
0.5,0.83,5,258,2,0,0,0,0,1,0.07,Bajo,Empleado 11700
0.7,0.88,3,159,2,0,0,0,0,0,0.0,Bajo,Empleado 11701
0.53,0.73,3,163,3,1,0,0,0,1,0.0,Bajo,Empleado 11702
0.87,0.9,3,174,2,0,0,0,0,1,0.0,Bajo,Empleado 11703
0.59,0.6,3,214,2,1,0,0,6,1,0.0,Bajo,Empleado 11704
0.94,0.67,4,191,3,1,0,0,6,0,0.0,Bajo,Empleado 11705
0.2,0.53,5,272,5,0,0,0,6,1,0.01,Bajo,Empleado 11706
0.42,0.44,3,183,2,0,0,0,6,2,0.0,Bajo,Empleado 11707
0.43,0.66,4,135,2,0,0,0,0,0,0.02,Bajo,Empleado 11708
0.43,0.76,6,154,2,0,0,0,4,0,0.02,Bajo,Empleado 11709
0.77,0.86,5,238,3,0,0,0,4,0,0.0,Bajo,Empleado 11710
0.76,0.98,2,235,3,0,0,0,4,0,0.01,Bajo,Empleado 11711
0.82,0.9,3,215,4,0,0,0,4,0,0.0,Bajo,Empleado 11712
0.75,0.66,5,234,2,0,0,0,4,0,0.0,Bajo,Empleado 11713
0.63,0.98,4,187,3,0,0,0,4,0,0.0,Bajo,Empleado 11714
0.51,0.75,3,133,3,0,0,0,7,2,0.01,Bajo,Empleado 11715
0.23,0.7,3,123,5,0,0,0,7,2,0.0,Bajo,Empleado 11716
0.77,0.58,4,202,3,0,0,0,7,2,0.0,Bajo,Empleado 11717
0.54,0.63,4,140,3,0,0,0,7,2,0.0,Bajo,Empleado 11718
0.63,0.85,4,182,3,1,0,0,7,0,0.0,Bajo,Empleado 11719
0.55,0.45,3,179,2,1,0,0,7,1,0.0,Bajo,Empleado 11720
0.31,0.63,3,150,3,1,0,0,7,2,0.01,Bajo,Empleado 11721
0.98,0.74,4,151,3,0,0,0,7,2,0.0,Bajo,Empleado 11722
0.16,0.95,6,117,7,0,0,0,7,2,0.01,Bajo,Empleado 11723
0.54,0.78,3,156,7,0,0,0,7,2,0.0,Bajo,Empleado 11724
0.73,0.48,3,211,7,0,0,0,7,2,0.0,Bajo,Empleado 11725
0.16,0.63,6,286,7,0,0,1,7,2,0.04,Bajo,Empleado 11726
0.57,0.82,5,233,7,0,0,1,7,2,0.02,Bajo,Empleado 11727
0.88,0.88,4,222,3,1,0,1,7,2,0.0,Bajo,Empleado 11728
0.95,0.81,4,258,7,0,0,1,7,2,0.06,Bajo,Empleado 11729
0.93,0.7,5,231,7,0,0,1,7,0,0.0,Bajo,Empleado 11730
0.91,0.58,3,220,7,0,0,1,7,1,0.0,Bajo,Empleado 11731
0.77,0.82,4,134,3,0,0,1,7,1,0.06,Bajo,Empleado 11732
0.24,0.94,6,141,3,1,0,0,7,1,0.01,Bajo,Empleado 11733
0.74,0.74,5,160,3,1,0,0,7,0,0.0,Bajo,Empleado 11734
0.53,0.59,4,259,3,0,0,0,7,1,0.0,Bajo,Empleado 11735
0.89,0.77,5,232,3,0,0,0,7,1,0.01,Bajo,Empleado 11736
0.23,0.77,5,272,2,0,0,0,7,1,0.01,Bajo,Empleado 11737
0.69,0.66,3,215,6,0,0,0,7,0,0.0,Bajo,Empleado 11738
0.52,0.72,4,222,3,0,0,0,7,1,0.0,Bajo,Empleado 11739
0.9,0.58,3,244,8,0,0,0,7,1,0.0,Bajo,Empleado 11740
0.92,0.63,5,224,8,1,0,0,7,1,0.02,Bajo,Empleado 11741
0.72,0.59,5,200,8,1,0,0,7,1,0.02,Bajo,Empleado 11742
0.92,0.61,4,143,8,0,0,0,7,1,0.0,Bajo,Empleado 11743
0.79,0.86,5,238,8,0,0,0,7,1,0.02,Bajo,Empleado 11744
0.48,0.89,4,145,3,0,0,0,7,1,0.01,Bajo,Empleado 11745
0.27,0.76,4,108,10,0,0,0,7,2,0.0,Bajo,Empleado 11746
0.67,0.49,3,247,10,0,0,0,7,2,0.0,Bajo,Empleado 11747
0.48,0.7,3,213,10,0,0,0,7,2,0.0,Bajo,Empleado 11748
0.99,0.6,4,209,8,1,0,0,0,2,0.0,Bajo,Empleado 11749
0.49,0.88,4,240,8,0,0,0,6,2,0.0,Bajo,Empleado 11750
0.39,0.45,3,100,8,1,0,0,6,2,0.01,Bajo,Empleado 11751
0.99,0.92,4,265,4,1,0,0,6,2,0.0,Bajo,Empleado 11752
0.78,0.57,3,209,3,0,0,0,6,2,0.0,Bajo,Empleado 11753
0.5,0.73,3,154,10,0,0,0,0,2,0.0,Bajo,Empleado 11754
0.61,0.79,5,230,10,0,0,0,4,0,0.01,Bajo,Empleado 11755
0.88,0.6,4,208,7,0,0,1,4,0,0.0,Bajo,Empleado 11756
0.44,0.44,2,141,7,1,0,1,4,0,0.02,Bajo,Empleado 11757
0.73,0.78,3,262,7,1,0,1,4,0,0.0,Bajo,Empleado 11758
0.58,0.84,4,206,7,0,0,1,4,0,0.0,Bajo,Empleado 11759
0.74,0.98,3,166,3,1,0,1,4,0,0.0,Bajo,Empleado 11760
0.32,0.48,4,117,10,0,0,1,5,2,0.01,Bajo,Empleado 11761
0.88,0.83,4,273,10,0,0,0,7,2,0.01,Bajo,Empleado 11762
0.81,0.9,4,270,10,0,0,0,2,2,0.01,Bajo,Empleado 11763
0.59,0.92,3,138,10,0,0,0,8,1,0.0,Bajo,Empleado 11764
0.79,0.65,3,235,10,0,0,0,9,1,0.02,Bajo,Empleado 11765
0.92,0.64,4,190,10,1,0,0,4,1,0.0,Bajo,Empleado 11766
0.76,0.85,3,192,3,0,0,0,5,1,0.0,Bajo,Empleado 11767
0.91,0.65,5,214,3,1,0,0,5,1,0.0,Bajo,Empleado 11768
0.8,0.84,4,242,2,1,0,0,5,1,0.0,Bajo,Empleado 11769
0.73,0.72,4,233,2,0,0,0,7,1,0.0,Bajo,Empleado 11770
0.88,0.53,3,218,4,0,0,0,7,1,0.0,Bajo,Empleado 11771
0.65,0.4,5,125,4,0,0,0,7,1,0.0,Bajo,Empleado 11772
0.84,0.5,4,178,2,0,0,0,7,1,0.0,Bajo,Empleado 11773
0.93,0.5,5,272,3,0,0,0,7,1,0.0,Bajo,Empleado 11774
0.64,0.6,3,265,4,0,0,0,7,1,0.0,Bajo,Empleado 11775
0.66,0.72,4,271,3,0,0,0,7,1,0.0,Bajo,Empleado 11776
0.76,0.56,3,179,3,1,0,0,7,1,0.0,Bajo,Empleado 11777
0.34,0.72,3,118,4,0,0,0,0,1,0.01,Bajo,Empleado 11778
0.48,0.8,4,196,5,0,0,0,6,1,0.01,Bajo,Empleado 11779
0.79,0.61,4,173,2,0,0,0,6,1,0.0,Bajo,Empleado 11780
0.82,0.67,4,156,3,0,0,0,6,1,0.0,Bajo,Empleado 11781
0.51,0.71,2,180,3,0,0,0,6,1,0.0,Bajo,Empleado 11782
0.84,0.78,4,263,3,0,0,0,0,1,0.0,Bajo,Empleado 11783
0.66,0.79,5,134,3,0,0,0,4,0,0.0,Bajo,Empleado 11784
0.72,0.88,3,189,3,1,0,0,4,0,0.0,Bajo,Empleado 11785
0.53,0.91,4,167,4,0,0,0,4,0,0.0,Bajo,Empleado 11786
0.81,0.8,5,132,2,1,0,0,4,0,0.0,Bajo,Empleado 11787
0.58,0.9,3,209,2,0,0,0,4,0,0.0,Bajo,Empleado 11788
0.82,0.56,2,227,5,1,0,0,4,0,0.0,Bajo,Empleado 11789
0.72,0.99,4,239,3,0,0,0,5,2,0.0,Bajo,Empleado 11790
0.9,0.54,4,172,4,0,0,0,7,2,0.0,Bajo,Empleado 11791
0.98,0.91,3,188,4,0,0,0,2,2,0.0,Bajo,Empleado 11792
0.56,0.74,3,265,3,0,0,0,8,2,0.0,Bajo,Empleado 11793
0.77,0.82,3,153,3,1,0,0,9,2,0.0,Bajo,Empleado 11794
0.61,0.89,4,242,2,0,0,0,4,2,0.0,Bajo,Empleado 11795
0.97,0.61,4,262,3,1,0,1,5,2,0.0,Bajo,Empleado 11796
0.64,0.55,3,246,2,0,0,1,5,0,0.0,Bajo,Empleado 11797
0.99,0.97,4,211,2,0,0,1,5,1,0.0,Bajo,Empleado 11798
0.61,0.42,3,145,4,0,0,1,7,2,0.0,Bajo,Empleado 11799
0.72,0.71,4,256,3,0,0,1,7,2,0.0,Bajo,Empleado 11800
0.67,0.91,2,245,2,1,0,1,7,2,0.02,Bajo,Empleado 11801
0.9,0.56,3,151,3,0,0,0,7,2,0.0,Bajo,Empleado 11802
0.9,0.73,4,245,2,0,0,0,7,1,0.0,Bajo,Empleado 11803
0.63,0.61,4,171,3,0,0,0,7,1,0.0,Bajo,Empleado 11804
0.64,0.88,3,252,2,0,0,0,7,1,0.02,Bajo,Empleado 11805
0.44,0.65,3,175,2,0,0,0,0,1,0.0,Bajo,Empleado 11806
0.64,0.94,4,210,3,0,0,0,6,1,0.0,Bajo,Empleado 11807
0.65,0.95,2,180,2,0,0,0,6,1,0.01,Bajo,Empleado 11808
0.69,0.9,5,103,5,0,0,0,6,1,0.02,Bajo,Empleado 11809
0.93,0.51,4,110,3,0,0,0,6,1,0.0,Bajo,Empleado 11810
0.73,0.9,5,184,3,0,0,0,0,1,0.0,Bajo,Empleado 11811
0.83,0.6,4,161,2,0,0,0,4,0,0.0,Bajo,Empleado 11812
0.82,0.49,5,210,3,0,0,0,4,0,0.0,Bajo,Empleado 11813
0.39,0.91,2,212,2,0,0,0,4,0,0.03,Bajo,Empleado 11814
0.53,0.47,6,106,6,0,0,0,4,0,0.04,Bajo,Empleado 11815
0.88,0.81,4,179,3,0,0,0,4,0,0.0,Bajo,Empleado 11816
0.8,0.6,5,217,3,0,0,0,4,0,0.0,Bajo,Empleado 11817
0.68,0.79,4,184,3,0,0,0,5,1,0.0,Bajo,Empleado 11818
0.66,0.6,3,210,2,0,0,0,7,1,0.0,Bajo,Empleado 11819
0.61,0.61,4,246,2,0,0,0,2,1,0.0,Bajo,Empleado 11820
0.74,0.55,4,262,3,0,0,0,8,1,0.0,Bajo,Empleado 11821
0.61,0.83,4,245,3,1,0,1,9,1,0.0,Bajo,Empleado 11822
0.57,0.99,3,222,3,1,0,1,4,1,0.0,Bajo,Empleado 11823
0.68,0.54,4,146,4,0,0,1,5,2,0.0,Bajo,Empleado 11824
0.75,0.79,4,263,3,0,0,1,5,2,0.0,Bajo,Empleado 11825
0.29,0.57,5,134,2,0,0,1,5,2,0.01,Bajo,Empleado 11826
0.81,0.81,5,250,4,0,0,1,7,2,0.03,Bajo,Empleado 11827
0.53,0.68,4,173,3,0,0,0,7,2,0.0,Bajo,Empleado 11828
0.42,0.96,6,173,3,0,0,0,7,2,0.02,Bajo,Empleado 11829
0.64,0.67,4,252,3,1,0,0,7,2,0.0,Bajo,Empleado 11830
0.63,0.5,2,230,4,0,0,0,7,2,0.02,Bajo,Empleado 11831
0.81,0.81,4,212,2,1,0,0,7,2,0.0,Bajo,Empleado 11832
0.71,0.66,5,187,2,0,0,0,7,2,0.0,Bajo,Empleado 11833
0.7,0.83,5,241,2,0,0,0,7,2,0.01,Bajo,Empleado 11834
0.53,1.0,3,164,4,0,0,0,0,2,0.01,Bajo,Empleado 11835
0.16,0.93,6,218,6,1,0,0,6,0,0.0,Bajo,Empleado 11836
0.17,0.55,4,194,3,0,0,0,6,1,0.0,Bajo,Empleado 11837
0.7,0.95,3,158,2,0,0,0,6,2,0.0,Bajo,Empleado 11838
0.43,0.88,2,149,4,0,0,0,6,2,0.06,Bajo,Empleado 11839
0.49,0.62,4,161,2,0,0,0,0,2,0.0,Bajo,Empleado 11840
0.5,0.9,5,226,2,0,0,0,4,0,0.0,Bajo,Empleado 11841
0.57,0.59,2,111,2,0,0,0,4,0,0.0,Bajo,Empleado 11842
0.68,0.75,4,258,3,0,0,0,4,0,0.0,Bajo,Empleado 11843
0.62,0.61,3,266,2,0,0,0,4,0,0.0,Bajo,Empleado 11844
0.69,0.75,3,253,3,0,0,0,4,0,0.0,Bajo,Empleado 11845
0.63,0.7,5,160,3,0,0,0,4,0,0.0,Bajo,Empleado 11846
0.76,0.62,5,230,3,1,0,0,5,1,0.0,Bajo,Empleado 11847
0.62,0.76,5,198,3,0,0,0,7,1,0.0,Bajo,Empleado 11848
0.82,0.69,3,250,3,0,0,0,2,1,0.0,Bajo,Empleado 11849
0.2,0.7,4,225,5,0,0,0,8,1,0.0,Bajo,Empleado 11850
0.16,0.7,3,178,3,1,0,0,9,1,0.01,Bajo,Empleado 11851
0.2,0.78,4,196,3,0,0,0,4,1,0.01,Bajo,Empleado 11852
0.53,0.51,4,240,2,0,0,0,5,1,0.0,Bajo,Empleado 11853
0.71,0.63,3,204,3,0,0,0,5,1,0.0,Bajo,Empleado 11854
0.7,0.93,3,250,3,0,0,0,5,1,0.0,Bajo,Empleado 11855
0.92,0.94,2,224,2,0,0,0,7,1,0.0,Bajo,Empleado 11856
0.81,0.92,4,268,3,0,0,0,7,1,0.0,Bajo,Empleado 11857
0.79,0.62,5,167,3,0,0,0,7,1,0.0,Bajo,Empleado 11858
0.53,0.64,3,168,3,0,0,0,7,1,0.0,Bajo,Empleado 11859
0.51,0.56,4,168,2,0,0,0,7,1,0.0,Bajo,Empleado 11860
0.78,0.9,5,158,3,0,0,0,7,1,0.0,Bajo,Empleado 11861
0.5,0.91,3,240,3,0,0,0,7,1,0.0,Bajo,Empleado 11862
0.92,1.0,4,261,4,0,0,0,7,2,0.0,Bajo,Empleado 11863
0.59,0.54,4,176,2,0,0,0,9,2,0.0,Bajo,Empleado 11864
0.77,0.55,3,217,3,0,0,0,8,2,0.0,Bajo,Empleado 11865
0.74,0.87,5,224,2,0,0,0,8,2,0.0,Bajo,Empleado 11866
0.67,0.97,4,196,3,0,0,0,8,2,0.0,Bajo,Empleado 11867
0.56,0.59,3,223,3,0,0,0,8,2,0.0,Bajo,Empleado 11868
0.84,0.44,5,131,5,1,0,0,8,2,0.01,Bajo,Empleado 11869
0.53,0.77,2,167,2,0,0,0,8,2,0.02,Bajo,Empleado 11870
0.86,0.71,5,273,3,0,0,0,8,2,0.01,Bajo,Empleado 11871
0.77,0.68,3,98,3,0,0,0,8,2,0.0,Bajo,Empleado 11872
0.97,0.94,4,253,3,0,0,0,8,2,0.0,Bajo,Empleado 11873
0.69,0.87,5,174,3,0,0,0,8,2,0.0,Bajo,Empleado 11874
0.73,0.9,3,274,2,0,0,0,8,0,0.0,Bajo,Empleado 11875
0.42,0.47,6,174,5,0,0,0,9,1,0.0,Bajo,Empleado 11876
0.4,0.47,5,173,5,0,0,0,9,2,0.0,Bajo,Empleado 11877
0.33,0.41,2,198,4,0,0,0,9,2,0.01,Bajo,Empleado 11878
0.68,0.66,3,238,2,0,0,0,4,2,0.0,Bajo,Empleado 11879
0.78,0.8,3,256,2,0,0,0,0,2,0.01,Bajo,Empleado 11880
0.92,0.6,3,179,2,0,0,0,0,1,0.0,Bajo,Empleado 11881
0.66,0.66,4,273,4,1,0,0,0,1,0.0,Bajo,Empleado 11882
0.6,0.45,3,104,4,0,0,0,0,1,0.01,Bajo,Empleado 11883
0.86,0.83,4,208,3,1,0,0,0,1,0.0,Bajo,Empleado 11884
0.61,0.49,3,275,2,0,0,0,6,1,0.0,Bajo,Empleado 11885
0.71,0.68,3,231,2,1,0,0,6,1,0.0,Bajo,Empleado 11886
0.86,0.62,4,186,3,0,0,0,6,1,0.0,Bajo,Empleado 11887
0.96,0.59,3,241,3,0,0,0,6,1,0.0,Bajo,Empleado 11888
0.7,0.54,3,194,2,1,0,0,0,1,0.0,Bajo,Empleado 11889
0.38,0.49,4,196,3,0,0,1,4,0,0.0,Bajo,Empleado 11890
0.39,0.75,6,185,3,0,0,1,4,0,0.0,Bajo,Empleado 11891
0.49,0.4,2,148,2,1,0,1,4,0,0.0,Bajo,Empleado 11892
0.78,0.62,4,150,3,0,0,1,4,0,0.02,Bajo,Empleado 11893
0.74,0.79,5,121,5,0,0,1,4,0,0.02,Bajo,Empleado 11894
0.82,0.76,4,266,3,0,0,1,4,0,0.0,Bajo,Empleado 11895
0.6,0.42,2,109,6,0,0,0,7,1,0.0,Bajo,Empleado 11896
0.72,0.99,3,143,4,0,0,0,7,1,0.0,Bajo,Empleado 11897
0.73,0.97,3,174,3,0,0,0,7,1,0.0,Bajo,Empleado 11898
0.89,0.55,4,159,2,0,0,0,7,2,0.0,Bajo,Empleado 11899
0.74,0.94,4,157,2,0,0,0,7,2,0.0,Bajo,Empleado 11900
0.83,0.57,2,222,2,0,0,0,7,2,0.0,Bajo,Empleado 11901
0.24,0.88,5,199,5,1,0,0,7,2,0.0,Bajo,Empleado 11902
0.93,0.89,3,255,7,1,0,0,7,2,0.01,Bajo,Empleado 11903
0.96,0.62,4,253,7,0,0,0,7,2,0.0,Bajo,Empleado 11904
0.16,0.68,5,149,7,1,0,0,7,2,0.01,Bajo,Empleado 11905
0.21,0.85,6,285,7,0,0,0,7,2,0.0,Bajo,Empleado 11906
0.69,0.54,3,164,7,0,0,0,7,2,0.02,Bajo,Empleado 11907
0.66,0.96,3,243,3,1,0,0,7,2,0.0,Bajo,Empleado 11908
0.67,0.39,2,207,7,0,0,0,7,2,0.01,Bajo,Empleado 11909
0.85,0.58,4,186,7,0,0,0,7,2,0.0,Bajo,Empleado 11910
0.37,0.92,4,211,7,0,0,0,7,0,0.0,Bajo,Empleado 11911
